,Name,Mana Cost,CMC,Power,Toughness,Type,Creature,Non-Creature,Land,Text,Colour Identity,Rarity,Collector No.,Price,Creature_Advisor,Creature_Angel,Creature_Ape,Creature_Archer,Creature_Archon,Creature_Artifact,Creature_Artificer,Creature_Assassin,Creature_Avatar,Creature_Bard,Creature_Beast,Creature_Bird,Creature_Cat,Creature_Centaur,Creature_Citizen,Creature_Cleric,Creature_Clue,Creature_Construct,Creature_Crocodile,Creature_Cyclops,Creature_Demon,Creature_Detective,Creature_Devil,Creature_Dog,Creature_Dragon,Creature_Drake,Creature_Druid,Creature_Dryad,Creature_Elemental,Creature_Elephant,Creature_Elf,Creature_Elk,Creature_Faerie,Creature_Fish,Creature_Gargoyle,Creature_Giant,Creature_Goat,Creature_Goblin,Creature_God,Creature_Golem,Creature_Gorgon,Creature_Hellion,Creature_Homunculus,Creature_Horror,Creature_Human,Creature_Insect,Creature_Lammasu,Creature_Leech,Creature_Legendary,Creature_Merfolk,Creature_Mole,Creature_Octopus,Creature_Ogre,Creature_Ooze,Creature_Phoenix,Creature_Plant,Creature_Rogue,Creature_Scout,Creature_Shaman,Creature_Shapeshifter,Creature_Skeleton,Creature_Soldier,Creature_Sphinx,Creature_Spider,Creature_Spirit,Creature_Thopter,Creature_Thrull,Creature_Troll,Creature_Turtle,Creature_Unicorn,Creature_Vampire,Creature_Vedalken,Creature_Viashino,Creature_Wall,Creature_Warrior,Creature_Weird,Creature_Wizard,Creature_Wurm,Creature_Zombie,Key_Basic landcycling,Key_Cloak,Key_Collect evidence,Key_Crew,Key_Cycling,Key_Deathtouch,Key_Defender,Key_Disguise,Key_Double strike,Key_Enchant,Key_Equip,Key_Flash,Key_Flying,Key_Haste,Key_Hexproof,Key_Hexproof from,Key_Indestructible,Key_Investigate,Key_Landcycling,Key_Lifelink,Key_Menace,Key_Mill,Key_Prowess,Key_Reach,Key_Surveil,Key_Suspect,Key_Trample,Key_Typecycling,Key_Vigilance,Key_Ward,Black,White,Red,Green,Blue,Uncoloured
95,Nightdrinker Moroii,{3}{B},4.0,4,2,Creature — Vampire,1,0,0,"Flying
When Nightdrinker Moroii enters the battlefield, you lose 3 life.
Disguise {B}{B} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)",['B'],uncommon,96,"{'usd': '0.27', 'usd_foil': '0.33', 'usd_etched': None, 'eur': '0.09', 'eur_foil': '0.29', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,Outrageous Robbery,{X}{B}{B},2.0,,,Instant,0,1,0,"Target opponent exiles the top X cards of their library face down. You may look at and play those cards for as long as they remain exiled. If you cast a spell this way, you may spend mana as though it were mana of any type to cast it.",['B'],rare,97,"{'usd': '4.33', 'usd_foil': '3.59', 'usd_etched': None, 'eur': '1.16', 'eur_foil': '2.70', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97,Persuasive Interrogators,{4}{B}{B},6.0,5,6,Creature — Gorgon Detective,1,0,0,"When Persuasive Interrogators enters the battlefield, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
Whenever you sacrifice a Clue, target opponent gets two poison counters. (A player with ten or more poison counters loses the game.)",['B'],uncommon,98,"{'usd': '0.24', 'usd_foil': '0.28', 'usd_etched': None, 'eur': '0.12', 'eur_foil': '0.23', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
98,Polygraph Orb,{4}{B},5.0,,,Artifact,0,1,0,"When Polygraph Orb enters the battlefield, look at the top four cards of your library. Put two of them into your hand and the rest into your graveyard. You lose 2 life.
{2}, {T}, Collect evidence 3: Each opponent loses 3 life unless they discard a card or sacrifice a creature. (To collect evidence 3, exile cards with total mana value 3 or greater from your graveyard.)",['B'],uncommon,99,"{'usd': '0.22', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.09', 'eur_foil': '0.18', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99,Presumed Dead,{1}{B},2.0,,,Instant,0,1,0,"Until end of turn, target creature gets +2/+0 and gains ""When this creature dies, return it to the battlefield under its owner's control and suspect it."" (A suspected creature has menace and can't block.)",['B'],uncommon,100,"{'usd': '0.25', 'usd_foil': None, 'usd_etched': None, 'eur': '0.10', 'eur_foil': None, 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
100,Repeat Offender,{1}{B},2.0,2,1,Creature — Human Assassin,1,0,0,"{2}{B}: If Repeat Offender is suspected, put a +1/+1 counter on it. Otherwise, suspect it. (A suspected creature has menace and can't block.)",['B'],common,101,"{'usd': '0.21', 'usd_foil': None, 'usd_etched': None, 'eur': '0.10', 'eur_foil': '0.28', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
101,Rot Farm Mortipede,{3}{B},4.0,3,4,Creature — Insect,1,0,0,"Whenever one or more creature cards leave your graveyard, Rot Farm Mortipede gets +1/+0 and gains menace and lifelink until end of turn.",['B'],common,102,"{'usd': '0.20', 'usd_foil': None, 'usd_etched': None, 'eur': '0.14', 'eur_foil': '0.17', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,Slice from the Shadows,{X}{B},1.0,,,Instant,0,1,0,"This spell can't be countered. (This includes by the ward ability.)
Target creature gets -X/-X until end of turn.",['B'],common,103,"{'usd': '0.24', 'usd_foil': '0.64', 'usd_etched': None, 'eur': '0.08', 'eur_foil': '0.24', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103,Slimy Dualleech,{3}{B},4.0,2,4,Creature — Leech,1,0,0,"At the beginning of combat on your turn, target creature you control with power 2 or less gets +1/+0 and gains deathtouch until end of turn.",['B'],uncommon,104,"{'usd': '0.28', 'usd_foil': '0.26', 'usd_etched': None, 'eur': '0.14', 'eur_foil': None, 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104,Snarling Gorehound,{B},1.0,1,1,Creature — Dog,1,0,0,"Menace
Whenever another creature with power 2 or less enters the battlefield under your control, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",['B'],common,105,"{'usd': '0.30', 'usd_foil': '0.53', 'usd_etched': None, 'eur': '0.19', 'eur_foil': '0.25', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
105,Soul Enervation,{3}{B},4.0,,,Enchantment,0,1,0,"Flash
When Soul Enervation enters the battlefield, target creature gets -4/-4 until end of turn.
Whenever one or more creature cards leave your graveyard, each opponent loses 1 life and you gain 1 life.",['B'],uncommon,106,"{'usd': '0.22', 'usd_foil': '0.42', 'usd_etched': None, 'eur': '0.12', 'eur_foil': '0.21', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106,Toxin Analysis,{B},1.0,,,Instant,0,1,0,"Target creature gains deathtouch and lifelink until end of turn. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",['B'],common,107,"{'usd': '0.40', 'usd_foil': '0.48', 'usd_etched': None, 'eur': '0.10', 'eur_foil': '0.20', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,Undercity Eliminator,{3}{B}{B},5.0,3,3,Creature — Gorgon Assassin,1,0,0,"When Undercity Eliminator enters the battlefield, you may sacrifice an artifact or creature. When you do, exile target creature an opponent controls.",['B'],uncommon,108,"{'usd': '0.27', 'usd_foil': '0.37', 'usd_etched': None, 'eur': '0.15', 'eur_foil': '0.19', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,Unscrupulous Agent,{1}{B},2.0,1,1,Creature — Elf Detective,1,0,0,"When Unscrupulous Agent enters the battlefield, target opponent exiles a card from their hand.",['B'],common,109,"{'usd': '0.54', 'usd_foil': '0.52', 'usd_etched': None, 'eur': '0.10', 'eur_foil': '0.28', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,Vein Ripper,{3}{B}{B}{B},6.0,6,5,Creature — Vampire Assassin,1,0,0,"Flying
Ward—Sacrifice a creature.
Whenever a creature dies, target opponent loses 2 life and you gain 2 life.",['B'],mythic,110,"{'usd': '9.74', 'usd_foil': '12.59', 'usd_etched': None, 'eur': '6.20', 'eur_foil': '10.67', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
110,Anzrag's Rampage,{3}{R}{R},5.0,,,Sorcery,0,1,0,"Destroy all artifacts you don't control, then exile the top X cards of your library, where X is the number of artifacts that were put into graveyards from the battlefield this turn. You may put a creature card exiled this way onto the battlefield. It gains haste. Return it to your hand at the beginning of the next end step.",['R'],rare,111,"{'usd': '3.43', 'usd_foil': '3.13', 'usd_etched': None, 'eur': '0.71', 'eur_foil': '1.29', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,Bolrac-Clan Basher,{4}{R}{R},6.0,3,2,Creature — Cyclops Warrior,1,0,0,"Double strike, trample
Disguise {3}{R}{R} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)",['R'],uncommon,112,"{'usd': '0.22', 'usd_foil': None, 'usd_etched': None, 'eur': '0.12', 'eur_foil': None, 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
112,Case of the Burning Masks,{1}{R}{R},3.0,,,Enchantment — Case,0,1,0,"When this Case enters the battlefield, it deals 3 damage to target creature an opponent controls.
To solve — Three or more sources you controlled dealt damage this turn. (If unsolved, solve at the beginning of your end step.)
Solved — Sacrifice this Case: Exile the top three cards of your library. Choose one of them. You may play that card this turn.",['R'],uncommon,113,"{'usd': '0.23', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.08', 'eur_foil': '0.20', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,Case of the Crimson Pulse,{2}{R},3.0,,,Enchantment — Case,0,1,0,"When this Case enters the battlefield, discard a card, then draw two cards.
To solve — You have no cards in hand. (If unsolved, solve at the beginning of your end step.)
Solved — At the beginning of your upkeep, discard your hand, then draw two cards.",['R'],rare,114,"{'usd': '1.61', 'usd_foil': '5.36', 'usd_etched': None, 'eur': '1.75', 'eur_foil': '2.94', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
114,Caught Red-Handed,{4}{R},5.0,,,Instant,0,1,0,"This spell can't be countered. (This includes by the ward ability.)
Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Suspect it. (It has menace and can't block.)",['R'],uncommon,115,"{'usd': '0.25', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.17', 'eur_foil': None, 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
115,The Chase Is On,{2}{R},3.0,,,Instant,0,1,0,"Target creature gets +3/+0 and gains first strike until end of turn. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",['R'],common,116,"{'usd': None, 'usd_foil': None, 'usd_etched': None, 'eur': '0.17', 'eur_foil': '0.18', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116,Concealed Weapon,{1}{R},2.0,,,Artifact — Equipment,0,1,0,"Equipped creature gets +3/+0.
Disguise {2}{R} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)
When Concealed Weapon is turned face up, attach it to target creature you control.
Equip {1}{R}",['R'],uncommon,117,"{'usd': '0.21', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.10', 'eur_foil': '0.29', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
117,Connecting the Dots,{1}{R},2.0,,,Enchantment,0,1,0,"Whenever a creature you control attacks, exile the top card of your library face down. (You can't look at it.)
{1}{R}, Discard your hand, Sacrifice Connecting the Dots: Put all cards exiled with Connecting the Dots into their owners' hands.",['R'],rare,118,"{'usd': '2.85', 'usd_foil': '1.59', 'usd_etched': None, 'eur': '0.39', 'eur_foil': '0.91', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
118,Convenient Target,{R},1.0,,,Enchantment — Aura,0,1,0,"Enchant creature
When Convenient Target enters the battlefield, suspect enchanted creature. (It has menace and can't block.)
Enchanted creature gets +1/+1.
{2}{R}: Return Convenient Target from your graveyard to your hand.",['R'],uncommon,119,"{'usd': '0.22', 'usd_foil': '0.36', 'usd_etched': None, 'eur': '0.14', 'eur_foil': '0.19', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
119,Cornered Crook,{4}{R},5.0,5,4,Creature — Viashino Warrior,1,0,0,"When Cornered Crook enters the battlefield, you may sacrifice an artifact. When you do, Cornered Crook deals 3 damage to any target.",['R'],uncommon,120,"{'usd': '0.25', 'usd_foil': None, 'usd_etched': None, 'eur': None, 'eur_foil': None, 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,Crime Novelist,{2}{R},3.0,1,3,Creature — Goblin Bard,1,0,0,"Whenever you sacrifice an artifact, put a +1/+1 counter on Crime Novelist and add {R}.",['R'],uncommon,121,"{'usd': '4.40', 'usd_foil': '5.78', 'usd_etched': None, 'eur': '3.20', 'eur_foil': '7.42', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
121,Demand Answers,{1}{R},2.0,,,Instant,0,1,0,"As an additional cost to cast this spell, sacrifice an artifact or discard a card.
Draw two cards.",['R'],common,122,"{'usd': '0.20', 'usd_foil': '1.01', 'usd_etched': None, 'eur': '0.23', 'eur_foil': '1.00', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,Expedited Inheritance,{R}{R},2.0,,,Enchantment,0,1,0,"Whenever a creature is dealt damage, its controller may exile that many cards from the top of their library. They may play those cards until the end of their next turn.",['R'],mythic,123,"{'usd': '4.58', 'usd_foil': '7.76', 'usd_etched': None, 'eur': '7.21', 'eur_foil': None, 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,Expose the Culprit,{1}{R},2.0,,,Instant,0,1,0,"Choose one or both —
• Turn target face-down creature face up.
• Exile any number of face-up creatures you control with disguise in a face-down pile, shuffle that pile, then cloak them. (To cloak a card, put it onto the battlefield face down as a 2/2 creature with ward {2}. Turn it face up any time for its mana cost if it's a creature card.)",['R'],uncommon,124,"{'usd': '0.20', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.13', 'eur_foil': '0.27', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,Felonious Rage,{R},1.0,,,Instant,0,1,0,"Target creature you control gets +2/+0 and gains haste until end of turn. When that creature dies this turn, create a 2/2 white and blue Detective creature token.",['R'],common,125,"{'usd': '0.31', 'usd_foil': '0.38', 'usd_etched': None, 'eur': '0.13', 'eur_foil': '0.21', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
