Name,Mana Cost,CMC,Power,Toughness,Type,Creature,Non-Creature,Planeswalker,Land,Text,Colour Identity,Rarity,Collector No.,Price,Price STD,Price Foil,Price Etched,Card Type,Creature_Advisor,Creature_Angel,Creature_Archer,Creature_Artifact,Creature_Assassin,Creature_Badger,Creature_Bard,Creature_Bat,Creature_Bear,Creature_Berserker,Creature_Bird,Creature_Boar,Creature_Cat,Creature_Citizen,Creature_Cleric,Creature_Coyote,Creature_Crab,Creature_Dragon,Creature_Druid,Creature_Elemental,Creature_Elk,Creature_Fish,Creature_Frog,Creature_Hamster,Creature_Insect,Creature_Knight,Creature_Legendary,Creature_Lizard,Creature_Mercenary,Creature_Mole,Creature_Mouse,Creature_Noble,Creature_Otter,Creature_Possum,Creature_Rabbit,Creature_Raccoon,Creature_Ranger,Creature_Rat,Creature_Rogue,Creature_Scout,Creature_Shapeshifter,Creature_Skunk,Creature_Snake,Creature_Soldier,Creature_Squirrel,Creature_Turtle,Creature_Warlock,Creature_Warrior,Creature_Weasel,Creature_Wizard,Creature_Wolverine,Key_Artifacts,Key_Changeling,Key_Deathtouch,Key_Do Crime,Key_Double strike,Key_Enchant,Key_Equip,Key_Fight,Key_First strike,Key_Flash,Key_Flashback,Key_Flying,Key_Food,Key_Forage,Key_Gift,Key_Haste,Key_Landfall,Key_Lifelink,Key_Menace,Key_Mill,Key_Modified,Key_Outlaw,Key_Prowess,Key_Reach,Key_Scry,Key_Surveil,Key_Threshold,Key_Trample,Key_Treasure,Key_Valiant,Key_Vigilance,Key_Ward,Black,White,Red,Green,Blue,Uncoloured,Colour,Mana_Black,Mana_White,Mana_Red,Mana_Green,Mana_Blue,Mana_Uncoloured
Fecund Greenshell,{3}{G}{G},5.0,4,6,Creature — Elemental Turtle,1,0,0,0,"Reach
As long as you control ten or more lands, creatures you control get +2/+2.
Whenever Fecund Greenshell or another creature you control with toughness greater than its power enters, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. Otherwise, put it into your hand.",['G'],rare,171,0.31,0.31,0.95,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
For the Common Good,{X}{X}{G},1.0,,,Sorcery,0,1,0,0,Create X tokens that are copies of target token you control. Then tokens you control gain indestructible until your next turn. You gain 1 life for each token you control.,['G'],rare,172,0.85,0.85,2.3,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Galewind Moose,{4}{G}{G},6.0,6,6,Creature — Elemental Elk,1,0,0,0,"Flash
Vigilance, reach, trample",['G'],uncommon,173,0.2,0.2,1.21,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Hazardroot Herbalist,{2}{G},3.0,1,4,Creature — Rabbit Druid,1,0,0,0,"Whenever you attack, target creature you control gets +1/+0 until end of turn. If that creature is a token, it also gains deathtouch until end of turn.",['G'],uncommon,174,0.17,0.17,1.0,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Heaped Harvest,{2}{G},3.0,,,Artifact — Food,0,1,0,0,"When Heaped Harvest enters and when you sacrifice it, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
{2}, {T}, Sacrifice Heaped Harvest: You gain 3 life.",['G'],common,175,0.13,0.13,0.47,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
High Stride,{G},1.0,,,Instant,0,1,0,0,Target creature gets +1/+3 and gains reach until end of turn. Untap it.,['G'],common,176,0.13,0.13,0.2,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Hivespine Wolverine,{3}{G}{G},5.0,5,4,Creature — Elemental Wolverine,1,0,0,0,"When Hivespine Wolverine enters, choose one —
• Put a +1/+1 counter on target creature you control.
• Hivespine Wolverine fights target creature token.
• Destroy target artifact or enchantment.",['G'],uncommon,177,0.16,0.16,0.25,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Honored Dreyleader,{2}{G},3.0,1,1,Creature — Squirrel Warrior,1,0,0,0,"Trample
When Honored Dreyleader enters, put a +1/+1 counter on it for each other Squirrel and/or Food you control.
Whenever another Squirrel or Food you control enters, put a +1/+1 counter on Honored Dreyleader.",['G'],uncommon,178,0.15,0.15,0.25,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Hunter's Talent,{1}{G},2.0,,,Enchantment — Class,0,1,0,0,"(Gain the next level as a sorcery to add its ability.)
When Hunter's Talent enters, target creature you control deals damage equal to its power to target creature you don't control.
{1}{G}: Level 2
Whenever you attack, target attacking creature gets +1/+0 and gains trample until end of turn.
{3}{G}: Level 3
At the beginning of your end step, if you control a creature with power 4 or greater, draw a card.",['G'],uncommon,179,0.17,0.17,0.34,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Innkeeper's Talent,{1}{G},2.0,,,Enchantment — Class,0,1,0,0,"(Gain the next level as a sorcery to add its ability.)
At the beginning of combat on your turn, put a +1/+1 counter on target creature you control.
{G}: Level 2
Permanents you control with counters on them have ward {1}.
{3}{G}: Level 3
If you would put one or more counters on a permanent or player, put twice that many of each of those kinds of counters on that permanent or player instead.",['G'],rare,180,1.5,1.5,1.91,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Keen-Eyed Curator,{G}{G},2.0,3,3,Creature — Raccoon Scout,1,0,0,0,"As long as there are four or more card types among cards exiled with Keen-Eyed Curator, it gets +4/+4 and has trample.
{1}: Exile target card from a graveyard.",['G'],rare,181,0.95,0.95,3.18,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Longstalk Brawl,{G},1.0,,,Sorcery,0,1,0,0,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
Choose target creature you control and target creature you don't control. Put a +1/+1 counter on the creature you control if the gift was promised. Then those creatures fight each other.",['G'],common,182,0.14,0.14,0.18,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
"Lumra, Bellow of the Woods",{4}{G}{G},6.0,*,*,Legendary Creature — Elemental Bear,1,0,0,0,"Vigilance, reach
Lumra, Bellow of the Woods's power and toughness are each equal to the number of lands you control.
When Lumra enters, mill four cards. Then return all land cards from your graveyard to the battlefield tapped.",['G'],mythic,183,8.41,8.41,7.29,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Mistbreath Elder,{G},1.0,2,2,Creature — Frog Warrior,1,0,0,0,"At the beginning of your upkeep, return another creature you control to its owner's hand. If you do, put a +1/+1 counter on Mistbreath Elder. Otherwise, you may return Mistbreath Elder to its owner's hand.",['G'],rare,184,0.95,0.95,2.54,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Overprotect,{1}{G},2.0,,,Instant,0,1,0,0,"Target creature you control gets +3/+3 and gains trample, hexproof, and indestructible until end of turn.",['G'],uncommon,185,0.27,0.27,0.47,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Pawpatch Formation,{1}{G},2.0,,,Instant,0,1,0,0,"Choose one —
• Destroy target creature with flying.
• Destroy target enchantment.
• Draw a card. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",['G'],uncommon,186,0.13,0.13,0.39,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Pawpatch Recruit,{G},1.0,2,1,Creature — Rabbit Warrior,1,0,0,0,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Trample
Whenever a creature you control becomes the target of a spell or ability an opponent controls, put a +1/+1 counter on target creature you control other than that creature.",['G'],rare,187,0.88,0.88,1.25,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Peerless Recycling,{1}{G},2.0,,,Instant,0,1,0,0,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Return target permanent card from your graveyard to your hand. If the gift was promised, instead return two target permanent cards from your graveyard to your hand.",['G'],uncommon,188,0.2,0.2,0.39,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Polliwallop,{3}{G},4.0,,,Instant,0,1,0,0,"This spell costs {1} less to cast for each Frog you control.
Target creature you control deals damage equal to twice its power to target creature you don't control.",['G'],common,189,0.11,0.11,0.39,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Rust-Shield Rampager,{3}{G},4.0,4,4,Creature — Raccoon Warrior,1,0,0,0,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
This creature can't be blocked by creatures with power 2 or less.",['G'],common,190,0.15,0.15,0.54,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Scrapshooter,{1}{G}{G},3.0,4,4,Creature — Raccoon Archer,1,0,0,0,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, when it enters, they draw a card.)
Reach
When Scrapshooter enters, if the gift was promised, destroy target artifact or enchantment an opponent controls.",['G'],rare,191,2.87,2.87,2.69,,Creature,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Season of Gathering,{4}{G}{G},6.0,,,Sorcery,0,1,0,0,"Choose up to five {P} worth of modes. You may choose the same mode more than once.
{P} — Put a +1/+1 counter on a creature you control. It gains vigilance and trample until end of turn.
{P}{P} — Choose artifact or enchantment. Destroy all permanents of the chosen type.
{P}{P}{P} — Draw cards equal to the greatest power among creatures you control.",['G'],mythic,192,7.04,7.04,6.87,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Stickytongue Sentinel,{2}{G},3.0,3,3,Creature — Frog Warrior,1,0,0,0,"Reach
When Stickytongue Sentinel enters, return up to one other target permanent you control to its owner's hand.",['G'],common,193,0.14,0.14,0.8,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Stocking the Pantry,{G},1.0,,,Enchantment,0,1,0,0,"Whenever you put one or more +1/+1 counters on a creature you control, put a supply counter on Stocking the Pantry.
{2}, Remove a supply counter from Stocking the Pantry: Draw a card.",['G'],uncommon,194,0.21,0.21,0.41,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Sunshower Druid,{G},1.0,0,2,Creature — Frog Druid,1,0,0,0,"When Sunshower Druid enters, put a +1/+1 counter on target creature and you gain 1 life.",['G'],common,195,0.13,0.13,0.25,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Tender Wildguide,{1}{G},2.0,2,2,Creature — Possum Druid,1,0,0,0,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
{T}: Add one mana of any color.
{T}: Put a +1/+1 counter on this creature.",['G'],rare,196,0.48,0.48,1.6,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Thornvault Forager,{1}{G},2.0,2,2,Creature — Squirrel Ranger,1,0,0,0,"{T}: Add {G}.
{T}, Forage: Add two mana in any combination of colors. (To forage, exile three cards from your graveyard or sacrifice a Food.)
{3}{G}, {T}: Search your library for a Squirrel card, reveal it, put it into your hand, then shuffle.",['G'],rare,197,0.44,0.44,1.96,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Three Tree Rootweaver,{1}{G},2.0,1,3,Creature — Mole Druid,1,0,0,0,{T}: Add one mana of any color.,['G'],common,198,0.28,0.28,0.41,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Three Tree Scribe,{1}{G},2.0,2,3,Creature — Frog Druid,1,0,0,0,"Whenever Three Tree Scribe or another creature you control leaves the battlefield without dying, put a +1/+1 counter on target creature you control.",['G'],uncommon,199,0.14,0.14,0.33,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Treeguard Duo,{3}{G},4.0,3,4,Creature — Frog Rabbit,1,0,0,0,"When Treeguard Duo enters, until end of turn, target creature you control gains vigilance and gets +X/+X, where X is the number of creatures you control.",['G'],common,200,0.14,0.14,0.53,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Treetop Sentries,{3}{G},4.0,2,4,Creature — Squirrel Archer,1,0,0,0,"Reach
When Treetop Sentries enters, you may forage. If you do, draw a card. (To forage, exile three cards from your graveyard or sacrifice a Food.)",['G'],common,201,0.13,0.13,0.31,,Creature,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Valley Mightcaller,{G},1.0,1,1,Creature — Frog Warrior,1,0,0,0,"Trample
Whenever another Frog, Rabbit, Raccoon, or Squirrel you control enters, put a +1/+1 counter on Valley Mightcaller.",['G'],rare,202,0.49,0.49,0.52,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
Wear Down,{1}{G},2.0,,,Sorcery,0,1,0,0,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Destroy target artifact or enchantment. If the gift was promised, instead destroy two target artifacts and/or enchantments.",['G'],uncommon,203,0.22,0.22,0.54,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Green,0,0,0,0,0,0
"Alania, Divergent Storm",{3}{U}{R},5.0,3,5,Legendary Creature — Otter Wizard,1,0,0,0,"Whenever you cast a spell, if it's the first instant spell, the first sorcery spell, or the first Otter spell other than Alania you've cast this turn, you may have target opponent draw a card. If you do, copy that spell. You may choose new targets for the copy.","['R', 'U']",rare,204,0.21,0.21,1.56,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Red,0,0,0,0,0,0
